claim_id,food_id,receiver_id,food_name,quantity,provider_id,provider_type,location,meal_type,name_x,type_x,address,city_x,contact_x,name_y,type_y,city_y,contact_y,days_to_expiry,food_0,food_1,food_2
908.0,762.0,558.0,Soup,-1.530805937342236,76.0,2,Port Amandamouth,3,Clark-Estes,Restaurant,"1854 Michael Locks Suite 076
Shaneland, AZ 73210",Port Amandamouth,001-879-812-0126x19146,Samantha Salinas,Charity,Rayberg,001-301-396-8153x96235,0.02927051092037933,False,False,True
709.0,673.0,754.0,Rice,0.14228220402183636,677.0,1,Williamsmouth,2,"Gonzalez, Dunn and Oconnell",Grocery Store,"778 Richard Glen Suite 654
Cassandrafort, CA 25549",Williamsmouth,+1-605-449-8141x1518,Michael Ford,Individual,New Sean,389-988-8452,-0.6788870113468899,False,True,False
306.0,651.0,703.0,Pasta,0.6999782511431938,72.0,0,Jasonstad,3,"Ward, Shepherd and Krause",Catering Service,"224 Burns Camp
Christopherborough, VA 76601",Jasonstad,+1-454-823-5622,Mr. Jonathan Williams,Individual,Bruceburgh,(606)010-6061,-1.6230970410365821,True,False,False
735.0,720.0,608.0,Dairy,-1.739941955012745,849.0,3,South Christopherborough,3,Brown and Sons,Supermarket,"725 Garner Locks
Andrewchester, MI 49979",South Christopherborough,(352)481-4738,Oscar Bauer,Charity,South Nicoleberg,001-874-507-6783,0.9734805406100716,False,True,False
976.0,551.0,409.0,Chicken,-1.530805937342236,245.0,2,Lake Heather,2,Williams and Sons,Restaurant,"8921 Juan Ville
New Monicashire, MD 92426",Lake Heather,+1-279-007-2137x9870,Matthew Simmons PhD,Shelter,Brandonhaven,001-040-668-4559x58950,0.7374280331876485,False,True,False
50.0,251.0,804.0,Dairy,-0.9731098902208786,241.0,0,Devinmouth,2,"Harper, Blake and Alexander",Catering Service,"882 Smith Heights
East Cherylborough, DC 06299",Devinmouth,(144)381-3923,Elizabeth Cochran,NGO,Theresabury,7711350025,0.2653230183428024,True,False,False
897.0,929.0,730.0,Bread,-0.20627782542901207,181.0,2,Taylormouth,2,"Black, Montgomery and Hernandez",Restaurant,"118 Karen Fields
West Angelaport, GA 22035",Taylormouth,001-763-656-6801x10211,Felicia Glover,Shelter,East Michael,982-844-2370,0.7374280331876485,False,True,False
3.0,626.0,492.0,Salad,0.7696902570333635,274.0,3,New Dawnborough,0,Shields-Moore,Supermarket,"922 Bailey Overpass Suite 885
New William, VA 50509",New Dawnborough,9332911651,Julie Lewis,NGO,South Steven,(557)352-3497x4606,1.4455855554549177,True,False,False
545.0,463.0,292.0,Soup,0.6999782511431938,384.0,1,Jamesfurt,2,Rogers-Warren,Grocery Store,"408 Katelyn Bridge
Dayshire, LA 95554",Jamesfurt,001-439-195-6960,Mrs. Emily Smith DVM,NGO,Shermantown,(348)542-4932x868,-1.387044533614159,False,True,False
351.0,528.0,936.0,Chicken,-1.3913819255618967,677.0,1,Williamsmouth,3,"Gonzalez, Dunn and Oconnell",Grocery Store,"778 Richard Glen Suite 654
Cassandrafort, CA 25549",Williamsmouth,+1-605-449-8141x1518,Jacob Horton,NGO,Port Douglasland,+1-286-744-5283x04031,0.9734805406100716,False,True,False
905.0,380.0,361.0,Soup,0.002858192241496983,985.0,2,Harrisonbury,3,Frey PLC,Restaurant,"4394 William Island
West Beth, OR 77721",Harrisonbury,(890)661-5455,Samuel Lewis,Individual,North Nicole,001-381-807-5033x358,-0.20678199650204374,True,False,False
537.0,39.0,259.0,Bread,1.53652232182523,758.0,0,Port Patrick,0,Todd Group,Catering Service,"Unit 6259 Box 3832
DPO AE 28167",Port Patrick,236.722.8623,Aimee Stone,NGO,Barnesport,104-394-7041x83013,-0.20678199650204374,True,False,False
345.0,223.0,440.0,Bread,0.8394022629235331,524.0,1,West Amandafurt,3,Torres Ltd,Grocery Store,"7676 Estes Harbor Suite 218
Brandonmouth, SC 41497",West Amandafurt,(283)833-1998,Alexander Walsh,Individual,Troyshire,001-443-638-7858x7009,-1.387044533614159,False,True,False
995.0,190.0,105.0,Salad,-0.0668538136486727,262.0,3,New Carol,3,Bradford-Martinez,Supermarket,"366 Wheeler Fields
Harringtonchester, WY 86540",New Carol,199.451.0254,Trevor Wilson,NGO,North Pamela,001-651-719-1403x4050,-0.20678199650204374,True,False,False
482.0,446.0,883.0,Bread,-1.1822459078913876,39.0,3,Brittanyville,3,Fernandez-Bridges,Supermarket,"77717 Amanda Plains Apt. 231
Danielberg, CA 13392",Brittanyville,001-714-175-0277x076,Aaron Rios,NGO,New Jeffreyhaven,543-629-4859x81093,0.2653230183428024,True,False,False
576.0,58.0,341.0,Pasta,0.9091142688137028,270.0,0,Cunninghambury,2,Harrison-Wilson,Catering Service,"904 Christopher Station
Lake Patriciaborough, AR 56947",Cunninghambury,269.475.2515,Anna Buckley,Individual,Murphyfort,421.281.9097x013,1.2095330480324946,False,True,False
34.0,713.0,271.0,Fish,-1.321669919671727,108.0,3,East Austin,3,Williams-Cox,Supermarket,"400 Ross Radial
Francomouth, MT 80264",East Austin,082.114.2329,Mark Hartman,Individual,East Ashleyshire,818-015-1582,0.7374280331876485,False,True,False
32.0,624.0,371.0,Fish,-1.112533902001218,475.0,0,Bentonfurt,0,Henderson Group,Catering Service,"655 Mallory Fork
North Mary, WY 23835",Bentonfurt,854-929-8365,William Frederick,NGO,Port Dean,001-228-551-9866,-1.6230970410365821,True,False,False
232.0,250.0,856.0,Bread,-1.2519579137815573,316.0,3,Williamsfort,3,Johnson Group,Supermarket,"0019 Gray Trafficway
North Sara, NC 74122",Williamsfort,(007)484-4365x34610,Amanda Brown,Individual,New Larryshire,176.330.5060,-1.6230970410365821,False,True,False
964.0,563.0,451.0,Pasta,0.7696902570333635,554.0,2,Brandyberg,2,Jackson Ltd,Restaurant,"325 Becker Pass
West Bobshire, MT 42103",Brandyberg,920-705-5617x44135,Marcus Gregory,Shelter,Hollyside,(452)490-4054x2105,-0.9149395187693129,True,False,False
193.0,670.0,601.0,Salad,0.7696902570333635,289.0,3,Toddstad,3,Jenkins-Carpenter,Supermarket,"9447 Dixon Orchard
Port Jacob, DE 27747",Toddstad,1448122181,Peter Gonzalez,Shelter,Biancaton,(112)578-4601x9811,0.2653230183428024,True,False,False
334.0,447.0,811.0,Soup,-0.34570183720935144,736.0,3,East Anthony,2,Reed LLC,Supermarket,"9132 Garcia Estates
North Carolynshire, TX 77749",East Anthony,427.554.1262,Scott Schroeder,Shelter,Markfurt,001-229-042-2531x276,0.7374280331876485,False,False,True
4.0,61.0,933.0,Fruits,0.49084223347268474,243.0,0,West Catherine,2,Davis-Hurley,Catering Service,"687 Sparks Forks
East Patricia, NC 25546",West Catherine,(172)389-0239x87614,Jodi Lee,NGO,West Paulfort,3517962649,-0.20678199650204374,False,False,True
205.0,915.0,531.0,Vegetables,0.6302662452530241,198.0,2,Port Karen,3,Bowman LLC,Restaurant,"70033 Katie Walk
South Joshuaport, NY 57110",Port Karen,(890)877-4218x852,Alexandra Rogers,Charity,Paulaburgh,911-326-3274x85954,-0.20678199650204374,True,False,False
515.0,930.0,45.0,Chicken,0.49084223347268474,983.0,1,Herbertbury,2,"Munoz, Stone and Wallace",Grocery Store,"739 Adams Alley
Vangborough, IN 50041",Herbertbury,(041)135-3095x826,Derek Potter,Charity,South Laurachester,497-372-7517x026,-1.150992026191736,False,True,False
800.0,224.0,227.0,Fruits,0.21199420991200604,556.0,0,Brittanyland,3,"Reyes, Houston and Esparza",Catering Service,"60546 Amanda Canyon
Holmesmouth, ME 97812",Brittanyland,7525269578,Samuel Hodge,NGO,Port Maria,302-463-7516,-0.9149395187693129,True,False,False
307.0,610.0,34.0,Pasta,-0.9033978843307089,477.0,3,East Jacobchester,0,Alvarado LLC,Supermarket,"48690 Boyle Plaza Suite 271
North Briantown, AK 84478",East Jacobchester,5915828492,Megan Alvarez,Individual,North Robert,6244329386,1.6816380628773409,True,False,False
110.0,469.0,196.0,Vegetables,-1.321669919671727,388.0,3,Manuelhaven,3,Rivera Ltd,Supermarket,"2319 Wong Station Apt. 425
Morrisonbury, KY 44766",Manuelhaven,+1-832-244-5987,Tara Bauer,Charity,Port Dustin,(709)935-2878,1.6816380628773409,False,False,True
431.0,115.0,679.0,Pasta,-1.2519579137815573,963.0,3,East Bernard,2,Johnson PLC,Supermarket,"38009 Oconnor Prairie
Janicemouth, MS 31632",East Bernard,(764)089-8990x152,Alexis Rodriguez,Shelter,South Shirleymouth,(748)827-8108x926,0.7374280331876485,False,True,False
78.0,504.0,151.0,Rice,0.14228220402183636,227.0,1,Derekport,2,Morse-Hoffman,Grocery Store,"677 Jenna Village
Port Rhonda, OK 56596",Derekport,(440)514-8820x3017,Lisa Eaton,Shelter,New Aimeemouth,342.869.6733,1.6816380628773409,False,False,True
85.0,197.0,624.0,Rice,-0.34570183720935144,453.0,1,East Timothy,0,Moore LLC,Grocery Store,"316 Clark Throughway Suite 810
Port John, ND 69257",East Timothy,(305)756-5998x6969,Alvin Day Jr.,NGO,East Heatherbury,722.127.8600,0.2653230183428024,False,False,True
287.0,952.0,42.0,Pasta,0.42113022758251506,82.0,3,West Lauraborough,1,Carey-Richardson,Supermarket,"352 Moore Greens Suite 745
Deborahtown, NV 83580",West Lauraborough,468.906.0755x92529,Maria Jacobs,NGO,Port Dawntown,(225)019-8954,1.2095330480324946,False,True,False
83.0,805.0,695.0,Chicken,-1.739941955012745,235.0,0,Gutierrezshire,1,Gutierrez LLC,Catering Service,"310 Myers Neck
Richardtown, WA 29671",Gutierrezshire,+1-544-924-8841x926,Janet Newton,Individual,West Amandaport,930-590-8261,-0.20678199650204374,True,False,False
992.0,251.0,394.0,Dairy,-0.9731098902208786,241.0,0,Devinmouth,2,"Harper, Blake and Alexander",Catering Service,"882 Smith Heights
East Cherylborough, DC 06299",Devinmouth,(144)381-3923,Kyle Kerr,Charity,Sarahville,(065)853-7158x4157,0.2653230183428024,True,False,False
790.0,30.0,680.0,Soup,-1.530805937342236,616.0,2,Clarkberg,1,Moore-Flowers,Restaurant,"57451 Davis Port Apt. 531
East John, CT 19104",Clarkberg,(256)326-8681x6129,James Lewis,NGO,Richardton,001-151-287-1850,-1.6230970410365821,False,False,True
895.0,977.0,425.0,Vegetables,-0.9731098902208786,514.0,3,Maxwellburgh,1,Roy-Hancock,Supermarket,"203 Dawn Ridge
Loganshire, SC 01665",Maxwellburgh,(186)046-9157,Robert Chavez,NGO,Chadport,(886)049-9104x019,-0.9149395187693129,False,True,False
399.0,947.0,241.0,Bread,0.21199420991200604,176.0,2,East John,0,Allen-Mccullough,Restaurant,"3715 White Gardens Apt. 568
South Sarah, AK 76176",East John,8921994982,Elizabeth Dunn,Charity,Wilsonfurt,(069)221-0114,-0.9149395187693129,False,False,True
324.0,777.0,503.0,Fruits,-1.4610939314520663,709.0,2,South Kathryn,1,Barry Group,Restaurant,"632 Wong Place
West Shane, CO 27966",South Kathryn,+1-533-592-0009x5523,Eileen Scott,Charity,Lewismouth,(834)331-4178x57771,-1.150992026191736,False,False,True
520.0,624.0,396.0,Fish,-1.112533902001218,475.0,0,Bentonfurt,0,Henderson Group,Catering Service,"655 Mallory Fork
North Mary, WY 23835",Bentonfurt,854-929-8365,Allison Martinez,NGO,New Amy,(945)511-1142x655,-1.6230970410365821,True,False,False
917.0,109.0,935.0,Fruits,-1.321669919671727,998.0,1,Joshuastad,1,Novak Group,Grocery Store,"934 Zachary Run
Melissamouth, WY 02729",Joshuastad,(903)642-1969x3300,John Harris,NGO,Riverafort,+1-827-545-0294x5697,0.2653230183428024,False,True,False
923.0,293.0,276.0,Rice,0.42113022758251506,276.0,3,Port Eric,1,Hodge-Leblanc,Supermarket,"2243 John Squares
Johnburgh, TX 33271",Port Eric,3692481031,Scott Hunter,Individual,Greenton,074.305.5053x60975,0.9734805406100716,True,False,False
6.0,273.0,607.0,Salad,0.42113022758251506,446.0,0,Port Richardshire,2,Nichols-Barnes,Catering Service,"PSC 0287, Box 6878
APO AP 95472",Port Richardshire,507-731-3315,Sean Wolf,NGO,Mcfarlandhaven,(490)913-7034x400,-1.6230970410365821,True,False,False
732.0,935.0,126.0,Vegetables,-0.1365658195388424,608.0,1,Collinsmouth,1,Love-Montgomery,Grocery Store,"36635 Lang Fords Apt. 863
South James, FL 70248",Collinsmouth,164-269-8070,Heather Brown,NGO,North Lori,(836)116-1365x8718,0.5013755257652255,False,False,True
466.0,699.0,285.0,Salad,0.42113022758251506,777.0,0,Wilsonview,1,"Giles, Weiss and Brown",Catering Service,"44972 Lawrence Wall
West Joseph, NC 35887",Wilsonview,6766883967,Derrick Curtis,NGO,Stephaniechester,140-095-1639x5596,-1.6230970410365821,True,False,False
98.0,741.0,116.0,Fish,-0.34570183720935144,776.0,3,Williamview,0,"Lee, Walker and Woodward",Supermarket,"Unit 7428 Box 9237
DPO AA 51656",Williamview,001-800-825-6958,Mark Lee,Individual,Port Teresa,001-983-757-6830x086,-1.6230970410365821,False,True,False
267.0,518.0,382.0,Fruits,1.3970983100448906,210.0,1,Paulmouth,2,Jones-Miller,Grocery Store,"8892 Patrick Shoals
Tristanfort, OH 00576",Paulmouth,028-684-5516x43547,Patricia Stevens,Shelter,Perezport,001-628-479-0049x980,-0.20678199650204374,False,True,False
358.0,562.0,717.0,Dairy,-1.6005179432324057,906.0,3,West Kevin,1,Wright LLC,Supermarket,"PSC 1473, Box 2158
APO AE 95836",West Kevin,001-515-383-6029x214,Jonathon Gregory,Individual,Shortfort,040-511-7461x377,1.6816380628773409,False,True,False
869.0,935.0,348.0,Vegetables,-0.1365658195388424,608.0,1,Collinsmouth,1,Love-Montgomery,Grocery Store,"36635 Lang Fords Apt. 863
South James, FL 70248",Collinsmouth,164-269-8070,Donna Hughes,Individual,Maryfort,352-520-3779x375,0.5013755257652255,False,False,True
799.0,487.0,786.0,Fruits,1.1879622923743816,499.0,0,Jonathanstad,1,Blankenship-Lewis,Catering Service,"883 Lee Alley
East Robertview, MI 64109",Jonathanstad,651-552-2403,Robert Kim,Shelter,Port Gabrielleborough,513-156-7998x53487,-1.150992026191736,False,False,True
381.0,926.0,96.0,Rice,1.0485382805940422,240.0,0,Andreaborough,3,Marshall Ltd,Catering Service,"30050 Christine Square Apt. 097
Kingfort, KS 26841",Andreaborough,+1-314-339-0357x53136,Michael Walls,Individual,Carterside,650-930-7741,-1.6230970410365821,False,False,True
632.0,393.0,9.0,Bread,1.6759463336055693,404.0,2,Brownchester,0,Schmidt Ltd,Restaurant,"8891 Colleen Lodge
New Kristenstad, VT 55046",Brownchester,3466470514,Emily Turner,Shelter,West Robert,001-631-022-6157x520,1.2095330480324946,False,True,False
382.0,782.0,804.0,Rice,1.6062343277153996,566.0,0,New Rachel,3,Cole-Stein,Catering Service,"782 Flynn Plaza
North Francesburgh, KY 21221",New Rachel,(322)115-7175x12748,Elizabeth Cochran,NGO,Theresabury,7711350025,1.2095330480324946,True,False,False
491.0,1.0,574.0,Bread,1.1879622923743816,110.0,1,South Kellyville,0,Figueroa-Soto,Grocery Store,"113 Donna Pass
Port Michaelchester, NE 39187",South Kellyville,(599)442-0494,Mr. William Hunt,Shelter,Barreratown,564.854.6978x7462,-1.387044533614159,True,False,False
119.0,56.0,75.0,Vegetables,-1.1822459078913876,125.0,3,Lake April,2,Brown-Grimes,Supermarket,"71570 Jason Spurs Apt. 697
Melissaton, ID 56125",Lake April,492-029-0285x3479,Nicholas Smith,Charity,Manningtown,+1-605-970-1115,0.02927051092037933,True,False,False
901.0,474.0,195.0,Rice,-1.4610939314520663,215.0,1,New Curtis,1,Simmons Ltd,Grocery Store,"6249 Michelle Islands Apt. 374
West Heather, VT 67074",New Curtis,(219)975-7084,John Martin,Charity,New Jason,581-174-6644x358,-0.20678199650204374,False,False,True
251.0,832.0,926.0,Fish,-0.4851258489896908,752.0,1,East Heatherport,0,Butler-Richardson,Grocery Store,"99213 George Spurs Suite 321
Petersenberg, MA 55289",East Heatherport,+1-268-505-2616,Kimberly Ware,Individual,East Sheriton,001-078-266-0266,-1.6230970410365821,True,False,False
524.0,448.0,180.0,Vegetables,-0.0668538136486727,221.0,3,Walterborough,3,Richardson Group,Supermarket,"48378 Morris Pines Apt. 216
Port Williamville, MD 62944",Walterborough,(924)099-7995,Michelle Cook,Shelter,Peterhaven,(412)902-4858,0.02927051092037933,False,True,False
10.0,669.0,975.0,Vegetables,-0.8336858784405392,164.0,1,Sylviabury,1,Yu-Rodriguez,Grocery Store,"144 Armstrong Viaduct Apt. 561
East Ericchester, UT 19438",Sylviabury,017.590.2372,Danielle Bullock,Individual,Amandafurt,(888)253-9476x2056,0.9734805406100716,False,False,True
197.0,418.0,324.0,Vegetables,-0.4851258489896908,685.0,3,Maysside,2,Scott and Sons,Supermarket,"320 Justin Centers Apt. 436
West Carrieside, ND 53538",Maysside,001-085-825-1185x328,Kristine Martin,NGO,Thompsonhaven,444.954.4127x16438,1.6816380628773409,True,False,False
604.0,522.0,737.0,Rice,-1.321669919671727,783.0,2,Port Melanie,2,Cooper LLC,Restaurant,"30047 Maldonado Mission Apt. 779
Lindamouth, CA 11952",Port Melanie,001-120-947-8177x14998,James Brown,Shelter,Lake Catherine,(152)508-8754x91151,-0.20678199650204374,False,False,True
82.0,641.0,638.0,Bread,-1.1822459078913876,692.0,3,South Andrewport,3,"Rocha, Johnson and Dunlap",Supermarket,"31552 Jodi Motorway Suite 547
Allenport, AR 98936",South Andrewport,+1-596-531-4868,Timothy Browning,Charity,Moralesfort,001-836-247-3024,1.6816380628773409,False,True,False
784.0,655.0,381.0,Salad,1.3970983100448906,491.0,3,Samanthabury,3,Wilkerson-Woods,Supermarket,"51520 Deborah Views Apt. 001
Moranbury, VT 92348",Samanthabury,3597678978,Yvette Huffman,Charity,Reevestown,8398518386,0.9734805406100716,True,False,False
588.0,92.0,640.0,Chicken,1.1182502864842119,752.0,1,East Heatherport,0,Butler-Richardson,Grocery Store,"99213 George Spurs Suite 321
Petersenberg, MA 55289",East Heatherport,+1-268-505-2616,Joseph Smith,NGO,Anthonystad,716-698-3766x7391,-0.6788870113468899,False,False,True
798.0,609.0,735.0,Bread,0.8394022629235331,541.0,0,West Karen,0,Lewis-Deleon,Catering Service,"PSC 3880, Box 0574
APO AE 02776",West Karen,399-298-6885x917,Kyle Scott,Individual,Reedview,001-980-204-3107x974,0.02927051092037933,False,False,True
240.0,183.0,970.0,Salad,-0.7639738725503695,730.0,3,Benjaminstad,3,Arroyo-Henderson,Supermarket,"5364 Young Radial Apt. 906
Lake Kelly, NH 41322",Benjaminstad,(313)019-6078x8326,Brandon Rice,Shelter,South Benjamin,+1-563-122-2255,1.6816380628773409,False,True,False
291.0,886.0,375.0,Bread,1.53652232182523,423.0,2,South Justinborough,0,Serrano-Lopez,Restaurant,"312 Hodge Center
West Stevenshire, KS 70989",South Justinborough,(225)688-7752x0658,Melissa Smith,Shelter,Lake Stevenburgh,+1-616-230-5539,-0.6788870113468899,False,False,True
212.0,603.0,382.0,Rice,0.7696902570333635,858.0,2,Johnsonborough,2,"Petersen, Morrison and Woods",Restaurant,"7626 Stephanie Creek Suite 634
Juliashire, WI 41937",Johnsonborough,+1-978-137-1967,Patricia Stevens,Shelter,Perezport,001-628-479-0049x980,1.2095330480324946,True,False,False
718.0,626.0,650.0,Salad,0.7696902570333635,274.0,3,New Dawnborough,0,Shields-Moore,Supermarket,"922 Bailey Overpass Suite 885
New William, VA 50509",New Dawnborough,9332911651,Nicholas Peterson,NGO,West Troyview,001-528-783-1533x9196,1.4455855554549177,True,False,False
360.0,743.0,324.0,Chicken,1.3970983100448906,308.0,0,Brittanyside,0,Doyle LLC,Catering Service,"8157 Tammy Road
West Stephenchester, NC 16381",Brittanyside,0312154595,Kristine Martin,NGO,Thompsonhaven,444.954.4127x16438,1.4455855554549177,False,True,False
450.0,29.0,554.0,Bread,-0.5548378548798605,196.0,2,Bartonborough,2,Owens-Taylor,Restaurant,"553 Emily Mountains Suite 339
East Mary, MI 74272",Bartonborough,+1-977-169-9906x1607,Margaret Mccullough,Charity,Ortizmouth,888-890-3956,-0.9149395187693129,False,True,False
228.0,325.0,607.0,Chicken,0.42113022758251506,365.0,2,West Robert,1,"Bray, Nguyen and Christensen",Restaurant,"27009 Sheri Forges
Heidiview, AK 10251",West Robert,589.913.5215x7984,Sean Wolf,NGO,Mcfarlandhaven,(490)913-7034x400,0.5013755257652255,False,True,False
951.0,236.0,585.0,Soup,1.6759463336055693,231.0,3,North Tom,2,Jackson-Robinson,Supermarket,"2416 Gray Route Apt. 246
Boydland, AL 93137",North Tom,001-341-741-8533,Mark Lewis,NGO,Lisaview,+1-894-554-0220x5777,-0.44283450392446677,True,False,False
947.0,304.0,840.0,Fish,-1.4610939314520663,639.0,3,Richardsonhaven,1,Chandler-Roberts,Supermarket,"0090 Jerry Viaduct
Lake Suzannechester, GA 84592",Richardsonhaven,(671)036-0993x233,Mary Anderson,Shelter,South Mirandamouth,+1-148-126-0133x15456,-0.9149395187693129,False,False,True
797.0,950.0,275.0,Pasta,-1.6005179432324057,619.0,1,North Katelynland,3,"Hopkins, Mora and Green",Grocery Store,"036 Valerie Land
Garzashire, WI 83113",North Katelynland,001-965-519-2456x24569,Michael Johnson,Individual,Longmouth,081.042.8712,0.9734805406100716,False,False,True
502.0,84.0,168.0,Rice,-0.0668538136486727,967.0,1,Coleburgh,3,Miller Inc,Grocery Store,"97290 Stephanie Mountains Apt. 247
Lindseyburgh, WY 63235",Coleburgh,+1-926-386-9945x8729,Kayla Johnson,Shelter,East Timhaven,786.534.5065,0.02927051092037933,False,True,False
465.0,632.0,266.0,Fruits,1.327386304154721,850.0,1,North Stevenbury,0,"Cooper, Osborn and Clark",Grocery Store,"8962 Robinson Greens Suite 631
Pricechester, LA 52710",North Stevenbury,001-548-930-4392x6738,Stacy Mayo,Shelter,Bauerton,+1-364-925-2936x855,0.5013755257652255,False,True,False
363.0,687.0,131.0,Pasta,-1.4610939314520663,326.0,3,Lake Alicia,2,"Bender, Jordan and Bennett",Supermarket,"635 Herrera Trafficway
Huynhside, CT 11395",Lake Alicia,001-194-509-7599x83421,Shawn Mills,Charity,Jeffhaven,+1-951-192-1790,1.4455855554549177,False,True,False
469.0,404.0,565.0,Salad,-1.112533902001218,691.0,2,Youngchester,3,"Obrien, King and Robinson",Restaurant,"560 Diane Place
North Carla, SC 62821",Youngchester,+1-513-264-8229x419,Brian Blankenship,Charity,East Jordanborough,+1-450-291-6223x9898,-1.150992026191736,False,False,True
